NID,PC,Description,Length,Linestring
926,593,Choa Chu Kang Ave 4,0.27461,"MULTILINESTRING ((103.74329 1.38148 0,103.74325 1.38153 0),(103.74325 1.38153 0,103.74319 1.38162 0),(103.74319 1.38162 0,103.74312 1.38173 0,103.74306 1.38183 0,103.74301 1.38193 0),(103.74301 1.38193 0,103.74297 1.38204 0,103.74293 1.38217 0,103.7429 1.38229 0),(103.7429 1.38229 0,103.74277 1.3828 0),(103.74277 1.3828 0,103.74266 1.38328 0),(103.74266 1.38328 0,103.74255 1.38373 0),(103.74255 1.38373 0,103.74254 1.38378 0),(103.74254 1.38378 0,103.74252 1.38386 0))"
927,592,KJE/Kranji Expy,0.40648,"MULTILINESTRING ((103.74252 1.38386 0,103.74237 1.38455 0),(103.74237 1.38455 0,103.74232 1.38474 0,103.74227 1.38491 0),(103.74227 1.38491 0,103.74223 1.38502 0,103.7422 1.38509 0,103.74216 1.38518 0),(103.74216 1.38518 0,103.74206 1.38539 0),(103.74206 1.38539 0,103.7419 1.38571 0),(103.7419 1.38571 0,103.7417 1.38608 0),(103.7417 1.38608 0,103.74169 1.3861 0),(103.74169 1.3861 0,103.74159 1.38631 0),(103.74159 1.38631 0,103.74152 1.38646 0,103.74146 1.3866 0),(103.74146 1.3866 0,103.74129 1.387 0),(103.74129 1.387 0,103.74119 1.38722 0))"
928,591,Choa Chu Kang North 5,0.73773,"MULTILINESTRING ((103.74119 1.38722 0,103.74102 1.38761 0),(103.74102 1.38761 0,103.74087 1.38795 0),(103.74087 1.38795 0,103.74075 1.3882 0,103.74072 1.38827 0),(103.74072 1.38827 0,103.74056 1.38861 0),(103.74056 1.38861 0,103.74045 1.38885 0,103.74038 1.38902 0),(103.74038 1.38902 0,103.74034 1.38913 0,103.74031 1.38922 0),(103.74031 1.38922 0,103.74027 1.38935 0,103.74019 1.38964 0),(103.74019 1.38964 0,103.74014 1.3899 0,103.74011 1.39014 0,103.7401 1.39036 0,103.7401 1.39056 0,103.7401 1.39078 0),(103.7401 1.39078 0,103.74012 1.39097 0,103.74015 1.39118 0,103.74022 1.39148 0),(103.74022 1.39148 0,103.74027 1.39166 0,103.74032 1.39182 0),(103.74032 1.39182 0,103.7404 1.39203 0,103.74049 1.39223 0,103.7406 1.39245 0,103.74073 1.39267 0,103.74092 1.39297 0),(103.74092 1.39297 0,103.74106 1.3932 0),(103.74106 1.3932 0,103.7412 1.39342 0))"
929,590,Choa Chu Kang North 6,0.41319,"MULTILINESTRING ((103.7412 1.39342 0,103.74151 1.39392 0),(103.74151 1.39392 0,103.74171 1.39424 0,103.74188 1.39452 0,103.74202 1.39477 0,103.7422 1.39513 0,103.74233 1.39543 0,103.74245 1.39572 0,103.74253 1.39593 0),(103.74253 1.39593 0,103.74261 1.39616 0,103.74268 1.39638 0),(103.74268 1.39638 0,103.74273 1.39658 0,103.74277 1.39678 0))"
930,589,Choa Chu Kang North 7,0.52571,"MULTILINESTRING ((103.74277 1.39678 0,103.74282 1.39709 0,103.74287 1.39746 0),(103.74287 1.39746 0,103.74302 1.39867 0),(103.74302 1.39867 0,103.74316 1.39978 0,103.74327 1.40061 0),(103.74327 1.40061 0,103.74329 1.40075 0,103.74332 1.40095 0),(103.74332 1.40095 0,103.74339 1.40138 0),(103.74339 1.40138 0,103.7434 1.40145 0),(103.7434 1.40145 0,103.74342 1.40155 0))"
931,588,Sungei Kadut Ave,0.80985,"MULTILINESTRING ((103.74342 1.40155 0,103.74344 1.40162 0,103.74353 1.40194 0,103.74362 1.40222 0,103.74369 1.40242 0,103.74373 1.40252 0),(103.74373 1.40252 0,103.74377 1.40262 0,103.74385 1.4028 0),(103.74385 1.4028 0,103.74397 1.40303 0,103.74405 1.40318 0,103.74416 1.40336 0),(103.74416 1.40336 0,103.74432 1.4036 0,103.74444 1.40378 0,103.74456 1.40395 0,103.74469 1.40412 0,103.74479 1.40423 0),(103.74479 1.40423 0,103.74489 1.40435 0,103.74506 1.40455 0),(103.74506 1.40455 0,103.74561 1.40514 0),(103.74561 1.40514 0,103.74578 1.40534 0),(103.74578 1.40534 0,103.74598 1.40555 0,103.7461 1.40569 0,103.74618 1.40579 0,103.74631 1.40598 0),(103.74631 1.40598 0,103.74639 1.40615 0,103.74645 1.40633 0,103.7465 1.40652 0,103.74653 1.40669 0,103.74654 1.40686 0,103.74654 1.40702 0),(103.74654 1.40702 0,103.74652 1.40726 0,103.7465 1.40746 0),(103.7465 1.40746 0,103.74647 1.40768 0,103.74645 1.40783 0))"
932,615,Penang Rd,0.02349,"MULTILINESTRING ((103.84407 1.29868 0,103.84399 1.29866 0,103.84394 1.29863 0,103.84389 1.29858 0))"
933,614,Oxley Rise/Fort Canning Rd,0.3172,"MULTILINESTRING ((103.84389 1.29858 0,103.84386 1.29851 0,103.84384 1.29841 0,103.84384 1.29831 0),(103.84384 1.29831 0,103.84384 1.29818 0,103.84384 1.29807 0),(103.84384 1.29807 0,103.84385 1.29764 0,103.84386 1.29737 0),(103.84386 1.29737 0,103.84388 1.29714 0,103.84392 1.29672 0),(103.84392 1.29672 0,103.84393 1.29663 0),(103.84393 1.29663 0,103.84395 1.29646 0),(103.84395 1.29646 0,103.84397 1.29629 0,103.84398 1.29622 0),(103.84398 1.29622 0,103.84399 1.29613 0),(103.84399 1.29613 0,103.844 1.29603 0),(103.844 1.29603 0,103.84404 1.29573 0))"
934,613,River Valley Rd,0.32081,"MULTILINESTRING ((103.84404 1.29573 0,103.84414 1.29495 0),(103.84414 1.29495 0,103.84417 1.29476 0),(103.84417 1.29476 0,103.84419 1.2946 0),(103.84419 1.2946 0,103.84423 1.29431 0),(103.84423 1.29431 0,103.84424 1.29414 0),(103.84424 1.29414 0,103.84422 1.29398 0),(103.84422 1.29398 0,103.84417 1.29378 0,103.84413 1.29366 0),(103.84413 1.29366 0,103.84408 1.29354 0,103.84401 1.2934 0,103.84395 1.2933 0),(103.84395 1.2933 0,103.84381 1.29308 0),(103.84381 1.29308 0,103.84374 1.29296 0))"
935,612,Havelock Rd/Upp Cross St,0.62875,"MULTILINESTRING ((103.84374 1.29296 0,103.84359 1.2927 0,103.84322 1.29204 0,103.84294 1.29154 0),(103.84294 1.29154 0,103.84283 1.29133 0),(103.84283 1.29133 0,103.84272 1.29112 0),(103.84272 1.29112 0,103.84266 1.29102 0),(103.84266 1.29102 0,103.84261 1.29091 0),(103.84261 1.29091 0,103.84241 1.29058 0),(103.84241 1.29058 0,103.84238 1.29052 0),(103.84238 1.29052 0,103.8423 1.29036 0),(103.8423 1.29036 0,103.84227 1.29031 0),(103.84227 1.29031 0,103.84222 1.29022 0),(103.84222 1.29022 0,103.84218 1.29013 0),(103.84218 1.29013 0,103.84213 1.29001 0),(103.84213 1.29001 0,103.842 1.28975 0),(103.842 1.28975 0,103.84176 1.28929 0),(103.84176 1.28929 0,103.84168 1.28908 0),(103.84168 1.28908 0,103.84162 1.28893 0),(103.84162 1.28893 0,103.84153 1.2887 0),(103.84153 1.2887 0,103.84146 1.28853 0),(103.84146 1.28853 0,103.84129 1.28824 0),(103.84129 1.28824 0,103.84109 1.28795 0))"
936,612,Havelock Rd/Upp Cross St,0.10473,"MULTILINESTRING ((103.84101 1.28806 0,103.8411 1.2882 0,103.84115 1.28828 0),(103.84115 1.28828 0,103.84118 1.28833 0),(103.84118 1.28833 0,103.84133 1.2886 0),(103.84133 1.2886 0,103.84146 1.28889 0))"
937,613,River Valley Rd,0.57176,"MULTILINESTRING ((103.84146 1.28889 0,103.84152 1.28901 0),(103.84152 1.28901 0,103.84163 1.28922 0),(103.84163 1.28922 0,103.84179 1.28952 0),(103.84179 1.28952 0,103.84207 1.29004 0),(103.84207 1.29004 0,103.84212 1.29016 0),(103.84212 1.29016 0,103.84217 1.29029 0),(103.84217 1.29029 0,103.84219 1.29033 0),(103.84219 1.29033 0,103.8422 1.29036 0),(103.8422 1.29036 0,103.84224 1.29046 0),(103.84224 1.29046 0,103.84226 1.29052 0,103.84232 1.29065 0,103.84233 1.29067 0),(103.84233 1.29067 0,103.84245 1.29089 0,103.84251 1.291 0),(103.84251 1.291 0,103.84256 1.29109 0),(103.84256 1.29109 0,103.84284 1.29159 0),(103.84284 1.29159 0,103.84304 1.29195 0,103.84322 1.29227 0),(103.84322 1.29227 0,103.84342 1.29262 0),(103.84342 1.29262 0,103.84361 1.29293 0),(103.84361 1.29293 0,103.84366 1.29302 0),(103.84366 1.29302 0,103.84373 1.29313 0),(103.84373 1.29313 0,103.84382 1.29331 0,103.84389 1.29344 0))"
938,614,Oxley Rise/Fort Canning Rd,0.30736,"MULTILINESTRING ((103.84389 1.29344 0,103.84394 1.29354 0,103.84398 1.29364 0,103.84401 1.29373 0),(103.84401 1.29373 0,103.84404 1.29385 0,103.84406 1.29397 0,103.84408 1.2941 0),(103.84408 1.2941 0,103.84409 1.29426 0),(103.84409 1.29426 0,103.84408 1.29441 0,103.84407 1.29454 0,103.84406 1.29462 0),(103.84406 1.29462 0,103.84403 1.29478 0),(103.84403 1.29478 0,103.844 1.29493 0),(103.844 1.29493 0,103.84397 1.29514 0,103.84395 1.29533 0),(103.84395 1.29533 0,103.84389 1.29583 0,103.84384 1.29617 0))"
939,615,Penang Rd,0.30162,"MULTILINESTRING ((103.84384 1.29617 0,103.84382 1.29631 0),(103.84382 1.29631 0,103.8438 1.29648 0),(103.8438 1.29648 0,103.84378 1.29669 0),(103.84378 1.29669 0,103.84375 1.29706 0),(103.84375 1.29706 0,103.84374 1.29729 0),(103.84374 1.29729 0,103.84373 1.29757 0),(103.84373 1.29757 0,103.8437 1.29807 0),(103.8437 1.29807 0,103.84368 1.29836 0),(103.84368 1.29836 0,103.84367 1.29859 0),(103.84367 1.29859 0,103.84365 1.29889 0))"
940,588,Sungei Kadut Ave,0.02455,"MULTILINESTRING ((103.74656 1.40785 0,103.74659 1.40763 0))"
941,589,Choa Chu Kang North 7,0.79022,"MULTILINESTRING ((103.74659 1.40763 0,103.74663 1.40737 0),(103.74663 1.40737 0,103.74665 1.40722 0,103.74667 1.40704 0,103.74668 1.40687 0,103.74667 1.40668 0,103.74663 1.40647 0,103.74658 1.40629 0,103.74652 1.40613 0,103.74644 1.40595 0),(103.74644 1.40595 0,103.74634 1.40578 0,103.74625 1.40566 0,103.74614 1.40552 0,103.74603 1.4054 0,103.74595 1.40532 0,103.74577 1.40512 0),(103.74577 1.40512 0,103.74522 1.40452 0),(103.74522 1.40452 0,103.745 1.40428 0,103.74485 1.40411 0),(103.74485 1.40411 0,103.74467 1.40388 0,103.74454 1.40371 0,103.74442 1.40353 0,103.74427 1.40329 0),(103.74427 1.40329 0,103.74418 1.40313 0),(103.74418 1.40313 0,103.7441 1.40298 0,103.74398 1.40274 0),(103.74398 1.40274 0,103.7439 1.40257 0,103.74383 1.4024 0,103.74377 1.40223 0,103.74371 1.40204 0),(103.74371 1.40204 0,103.74364 1.40184 0),(103.74364 1.40184 0,103.74357 1.40162 0),(103.74357 1.40162 0,103.74355 1.40152 0))"
942,590,Choa Chu Kang North 6,0.54644,"MULTILINESTRING ((103.74355 1.40152 0,103.74353 1.40143 0),(103.74353 1.40143 0,103.74349 1.4012 0),(103.74349 1.4012 0,103.74346 1.40106 0,103.74343 1.40092 0),(103.74343 1.40092 0,103.74341 1.40081 0,103.74338 1.40056 0),(103.74338 1.40056 0,103.74335 1.40033 0,103.74321 1.3993 0),(103.74321 1.3993 0,103.74312 1.39865 0),(103.74312 1.39865 0,103.74305 1.39807 0),(103.74305 1.39807 0,103.74297 1.39748 0),(103.74297 1.39748 0,103.74287 1.39677 0),(103.74287 1.39677 0,103.74284 1.39658 0))"
943,591,Choa Chu Kang North 5,0.39798,"MULTILINESTRING ((103.74284 1.39658 0,103.74282 1.39648 0,103.74279 1.39635 0),(103.74279 1.39635 0,103.74275 1.39617 0,103.74269 1.39595 0,103.74261 1.3957 0),(103.74261 1.3957 0,103.74252 1.39546 0,103.7424 1.39517 0,103.74227 1.39489 0,103.74214 1.39464 0,103.74199 1.39438 0,103.74182 1.3941 0),(103.74182 1.3941 0,103.74164 1.39381 0),(103.74164 1.39381 0,103.74143 1.39349 0),(103.74143 1.39349 0,103.74133 1.39335 0))"
944,592,KJE/Kranji Expy,0.87871,"MULTILINESTRING ((103.74133 1.39335 0,103.74121 1.39316 0),(103.74121 1.39316 0,103.74106 1.39293 0),(103.74106 1.39293 0,103.74082 1.39255 0,103.74068 1.39231 0,103.74057 1.39209 0,103.74045 1.3918 0),(103.74045 1.3918 0,103.74039 1.39162 0,103.74034 1.39145 0),(103.74034 1.39145 0,103.7403 1.39127 0,103.74026 1.39104 0,103.74023 1.39078 0),(103.74023 1.39078 0,103.74022 1.39059 0,103.74022 1.39033 0,103.74024 1.39006 0,103.74028 1.38982 0,103.74033 1.38961 0),(103.74033 1.38961 0,103.74041 1.38932 0,103.74049 1.38909 0,103.74067 1.38869 0,103.74085 1.38831 0),(103.74085 1.38831 0,103.74087 1.38827 0,103.74103 1.38794 0),(103.74103 1.38794 0,103.74111 1.38778 0),(103.74111 1.38778 0,103.74127 1.38744 0),(103.74127 1.38744 0,103.74143 1.38711 0),(103.74143 1.38711 0,103.74161 1.38673 0,103.74168 1.38659 0),(103.74168 1.38659 0,103.74185 1.38624 0),(103.74185 1.38624 0,103.74195 1.38604 0))"
945,593,Choa Chu Kang Ave 4,0.25546,"MULTILINESTRING ((103.74195 1.38604 0,103.74209 1.38571 0,103.74221 1.38541 0,103.7423 1.38517 0,103.74237 1.38495 0),(103.74237 1.38495 0,103.74242 1.38476 0,103.74246 1.3846 0),(103.74246 1.3846 0,103.74252 1.38435 0),(103.74252 1.38435 0,103.74257 1.38411 0),(103.74257 1.38411 0,103.74262 1.38389 0))"
946,594,Choa Chu Kang Ave 3,0.27027,"MULTILINESTRING ((103.74262 1.38389 0,103.74264 1.3838 0),(103.74264 1.3838 0,103.74265 1.38374 0),(103.74265 1.38374 0,103.74271 1.38344 0),(103.74271 1.38344 0,103.7429 1.38264 0,103.74298 1.38233 0),(103.74298 1.38233 0,103.74303 1.38215 0,103.74306 1.38206 0,103.7431 1.38196 0),(103.7431 1.38196 0,103.74315 1.38186 0,103.7432 1.38178 0),(103.7432 1.38178 0,103.7433 1.38162 0),(103.7433 1.38162 0,103.74336 1.38153 0))"
947,595,Choa Chu Kang Ave 2,0.24592,"MULTILINESTRING ((103.74336 1.38153 0,103.74341 1.38146 0),(103.74341 1.38146 0,103.74344 1.38141 0),(103.74344 1.38141 0,103.7435 1.38133 0),(103.7435 1.38133 0,103.74358 1.38123 0,103.74368 1.38112 0,103.74378 1.38102 0,103.74385 1.38096 0),(103.74385 1.38096 0,103.74388 1.38093 0,103.744 1.38083 0,103.74414 1.38072 0),(103.74414 1.38072 0,103.74425 1.38065 0,103.74435 1.38059 0,103.74447 1.38053 0,103.74468 1.38043 0),(103.74468 1.38043 0,103.74477 1.38039 0,103.74504 1.38027 0),(103.74504 1.38027 0,103.74511 1.38024 0))"
948,596,Choa Chu Kang Ave 1,0.42441,"MULTILINESTRING ((103.74511 1.38024 0,103.74585 1.3799 0,103.7472 1.3793 0),(103.7472 1.3793 0,103.74816 1.37887 0),(103.74816 1.37887 0,103.74844 1.37874 0),(103.74844 1.37874 0,103.74859 1.37867 0))"
949,597,Choa Chu Kang Rd/Bukit Batok Rd,0.6355,"MULTILINESTRING ((103.74859 1.37867 0,103.74866 1.37864 0),(103.74866 1.37864 0,103.74993 1.37807 0),(103.74993 1.37807 0,103.75018 1.37796 0),(103.75018 1.37796 0,103.75029 1.37791 0),(103.75029 1.37791 0,103.75047 1.37783 0),(103.75047 1.37783 0,103.75133 1.37744 0),(103.75133 1.37744 0,103.75176 1.37725 0),(103.75176 1.37725 0,103.7518 1.37723 0),(103.7518 1.37723 0,103.75244 1.37694 0),(103.75244 1.37694 0,103.75313 1.37664 0),(103.75313 1.37664 0,103.75358 1.37644 0),(103.75358 1.37644 0,103.75362 1.37642 0),(103.75362 1.37642 0,103.75381 1.37634 0))"
950,618,Bukit Timah Rd/Keng Lee Rd/KG Java Rd/Newton Rd/Scotts Rd,0.12941,"MULTILINESTRING ((103.83923 1.31339 0,103.83929 1.31339 0),(103.83929 1.31339 0,103.83933 1.31338 0,103.83937 1.31336 0,103.83942 1.31333 0),(103.83942 1.31333 0,103.83947 1.31329 0,103.83951 1.31325 0,103.83955 1.31319 0),(103.83955 1.31319 0,103.83957 1.31313 0,103.83958 1.31306 0,103.83958 1.31299 0),(103.83958 1.31299 0,103.83956 1.31294 0,103.83954 1.3129 0),(103.83954 1.3129 0,103.83948 1.31283 0,103.83942 1.31277 0,103.83934 1.3127 0,103.83926 1.31265 0),(103.83926 1.31265 0,103.83918 1.31261 0))"
951,617,Cairnhill,0.98275,"MULTILINESTRING ((103.83918 1.31261 0,103.83915 1.31251 0,103.83913 1.31239 0),(103.83913 1.31239 0,103.83911 1.31227 0),(103.83911 1.31227 0,103.83914 1.3121 0),(103.83914 1.3121 0,103.83919 1.31182 0),(103.83919 1.31182 0,103.83923 1.31163 0),(103.83923 1.31163 0,103.83939 1.31095 0),(103.83939 1.31095 0,103.83948 1.31052 0),(103.83948 1.31052 0,103.83962 1.30989 0),(103.83962 1.30989 0,103.83972 1.30947 0),(103.83972 1.30947 0,103.83973 1.30944 0),(103.83973 1.30944 0,103.83976 1.30932 0,103.83984 1.30906 0,103.83993 1.30875 0),(103.83993 1.30875 0,103.83995 1.30868 0),(103.83995 1.30868 0,103.8401 1.30819 0),(103.8401 1.30819 0,103.84017 1.30799 0),(103.84017 1.30799 0,103.84019 1.30796 0,103.84021 1.30791 0,103.84024 1.30782 0),(103.84024 1.30782 0,103.84025 1.30779 0,103.84032 1.30759 0),(103.84032 1.30759 0,103.84036 1.30745 0,103.84039 1.3073 0,103.8404 1.30716 0,103.8404 1.30706 0,103.8404 1.30702 0),(103.8404 1.30702 0,103.84038 1.30692 0,103.84034 1.3068 0,103.84028 1.30668 0,103.8402 1.30656 0,103.84012 1.30648 0,103.84001 1.3064 0),(103.84001 1.3064 0,103.83989 1.30634 0,103.83976 1.30629 0,103.83964 1.30625 0,103.83946 1.30619 0),(103.83946 1.30619 0,103.83937 1.30618 0),(103.83937 1.30618 0,103.83886 1.30612 0),(103.83886 1.30612 0,103.83874 1.3061 0),(103.83874 1.3061 0,103.83861 1.30607 0,103.8385 1.30604 0),(103.8385 1.30604 0,103.83838 1.306 0,103.8381 1.3059 0,103.83777 1.30576 0))"
952,621,Clementi Rd,0.03841,"MULTILINESTRING ((103.77144 1.308 0,103.77137 1.30806 0,103.7713 1.30812 0,103.77124 1.30816 0,103.77115 1.30818 0))"
953,620,Commonwealth Ave,0.82093,"MULTILINESTRING ((103.77115 1.30818 0,103.77097 1.3082 0,103.77089 1.30819 0),(103.77089 1.30819 0,103.77081 1.30817 0,103.77067 1.30812 0,103.77056 1.30808 0),(103.77056 1.30808 0,103.7704 1.30802 0),(103.7704 1.30802 0,103.77027 1.30797 0),(103.77027 1.30797 0,103.77011 1.30791 0),(103.77011 1.30791 0,103.76987 1.30783 0),(103.76987 1.30783 0,103.7697 1.30777 0),(103.7697 1.30777 0,103.7695 1.30769 0),(103.7695 1.30769 0,103.76923 1.30759 0,103.76909 1.30756 0,103.76892 1.30756 0),(103.76892 1.30756 0,103.76874 1.30759 0,103.76841 1.30771 0,103.76829 1.30779 0),(103.76829 1.30779 0,103.76803 1.30807 0),(103.76803 1.30807 0,103.76794 1.3082 0,103.76789 1.30831 0,103.76784 1.30849 0),(103.76784 1.30849 0,103.76781 1.30882 0,103.7679 1.30908 0),(103.7679 1.30908 0,103.76797 1.30925 0),(103.76797 1.30925 0,103.76808 1.30949 0),(103.76808 1.30949 0,103.76811 1.30955 0),(103.76811 1.30955 0,103.76836 1.31008 0),(103.76836 1.31008 0,103.76844 1.31025 0),(103.76844 1.31025 0,103.76853 1.31046 0),(103.76853 1.31046 0,103.76861 1.31064 0),(103.76861 1.31064 0,103.76872 1.31083 0),(103.76872 1.31083 0,103.76883 1.31101 0,103.76889 1.31112 0),(103.76889 1.31112 0,103.76895 1.3113 0,103.76898 1.3114 0,103.769 1.31151 0,103.76899 1.3116 0),(103.76899 1.3116 0,103.76897 1.31165 0,103.76892 1.31173 0))"
954,617,Cairnhill,0.13336,"MULTILINESTRING ((103.83772 1.30583 0,103.83808 1.30597 0,103.83832 1.30606 0,103.83847 1.30611 0),(103.83847 1.30611 0,103.83863 1.30615 0,103.83873 1.30617 0),(103.83873 1.30617 0,103.83879 1.30618 0,103.83886 1.30619 0))"
955,618,Bukit Timah Rd/Keng Lee Rd/KG Java Rd/Newton Rd/Scotts Rd,0.95508,"MULTILINESTRING ((103.83886 1.30619 0,103.839 1.30621 0),(103.839 1.30621 0,103.83927 1.30624 0,103.83938 1.30626 0),(103.83938 1.30626 0,103.8395 1.30629 0,103.83961 1.30633 0,103.83971 1.30638 0),(103.83971 1.30638 0,103.83986 1.30646 0),(103.83986 1.30646 0,103.83993 1.30656 0,103.83998 1.30664 0),(103.83998 1.30664 0,103.84004 1.30676 0,103.84008 1.30688 0,103.84012 1.307 0,103.84016 1.30713 0),(103.84016 1.30713 0,103.84019 1.30726 0,103.84021 1.3074 0,103.84021 1.30758 0,103.8402 1.30775 0,103.8402 1.30778 0),(103.8402 1.30778 0,103.84018 1.30788 0,103.84017 1.30795 0,103.84017 1.30799 0),(103.84017 1.30799 0,103.8401 1.30819 0),(103.8401 1.30819 0,103.83995 1.30868 0),(103.83995 1.30868 0,103.83993 1.30875 0),(103.83993 1.30875 0,103.83984 1.30906 0,103.83976 1.30932 0,103.83973 1.30944 0),(103.83973 1.30944 0,103.83972 1.30947 0),(103.83972 1.30947 0,103.83962 1.30989 0),(103.83962 1.30989 0,103.83948 1.31052 0),(103.83948 1.31052 0,103.83939 1.31095 0),(103.83939 1.31095 0,103.83923 1.31163 0),(103.83923 1.31163 0,103.83919 1.31182 0),(103.83919 1.31182 0,103.83914 1.3121 0),(103.83914 1.3121 0,103.83911 1.31227 0),(103.83911 1.31227 0,103.83906 1.31241 0),(103.83906 1.31241 0,103.83902 1.3125 0,103.83897 1.31258 0),(103.83897 1.31258 0,103.83889 1.3126 0,103.83883 1.31263 0,103.83878 1.31267 0),(103.83878 1.31267 0,103.83874 1.31273 0,103.83872 1.31278 0,103.83871 1.31283 0),(103.83871 1.31283 0,103.83871 1.3129 0,103.83872 1.31297 0,103.83874 1.31303 0),(103.83874 1.31303 0,103.83877 1.31307 0,103.83881 1.31312 0,103.83885 1.31316 0,103.83891 1.31321 0),(103.83891 1.31321 0,103.83897 1.31326 0,103.83904 1.31331 0,103.83911 1.31335 0,103.83916 1.31337 0,103.83923 1.31339 0))"
956,620,Commonwealth Ave,0.07139,"MULTILINESTRING ((103.76918 1.31173 0,103.76914 1.31159 0))"
957,621,Clementi Rd,0.78673,"MULTILINESTRING ((103.76914 1.31159 0,103.76895 1.31109 0),(103.76895 1.31109 0,103.76878 1.31078 0),(103.76878 1.31078 0,103.76868 1.31061 0),(103.76868 1.31061 0,103.76863 1.3105 0),(103.76863 1.3105 0,103.76856 1.31034 0),(103.76856 1.31034 0,103.76851 1.31022 0),(103.76851 1.31022 0,103.76824 1.30964 0,103.76818 1.30954 0),(103.76818 1.30954 0,103.76815 1.30947 0),(103.76815 1.30947 0,103.7681 1.30936 0,103.76798 1.30907 0),(103.76798 1.30907 0,103.76791 1.30883 0,103.76792 1.30851 0),(103.76792 1.30851 0,103.7681 1.30811 0),(103.7681 1.30811 0,103.76835 1.30786 0),(103.76835 1.30786 0,103.76848 1.30781 0,103.76877 1.30771 0,103.76892 1.30767 0),(103.76892 1.30767 0,103.76909 1.30768 0,103.76946 1.30778 0),(103.76946 1.30778 0,103.76963 1.30783 0,103.76985 1.30791 0),(103.76985 1.30791 0,103.77004 1.308 0),(103.77004 1.308 0,103.77021 1.30806 0),(103.77021 1.30806 0,103.77035 1.30811 0),(103.77035 1.30811 0,103.77041 1.30814 0,103.77053 1.30818 0),(103.77053 1.30818 0,103.77082 1.30826 0,103.77099 1.30828 0,103.7712 1.30826 0),(103.7712 1.30826 0,103.77129 1.30825 0,103.7714 1.30823 0,103.77149 1.30825 0))"
958,627,Clementi Rd,0.03294,"MULTILINESTRING ((103.77168 1.31649 0,103.77139 1.31643 0))"
959,626,Clementi Ave 5,0.13488,"MULTILINESTRING ((103.77139 1.31643 0,103.77111 1.31636 0),(103.77111 1.31636 0,103.77098 1.31633 0,103.77088 1.3163 0),(103.77088 1.3163 0,103.77079 1.31627 0,103.77071 1.31624 0),(103.77071 1.31624 0,103.77056 1.31618 0,103.7704 1.31611 0),(103.7704 1.31611 0,103.77033 1.31607 0))"
960,625,Commonwealth Ave,0.55747,"MULTILINESTRING ((103.77033 1.31607 0,103.77025 1.31603 0),(103.77025 1.31603 0,103.77014 1.31596 0),(103.77014 1.31596 0,103.77006 1.31591 0,103.76991 1.31581 0),(103.76991 1.31581 0,103.76976 1.31569 0,103.76959 1.31553 0),(103.76959 1.31553 0,103.76945 1.31539 0),(103.76945 1.31539 0,103.76929 1.3152 0,103.76918 1.31505 0,103.76908 1.31489 0),(103.76908 1.31489 0,103.76896 1.31468 0),(103.76896 1.31468 0,103.76888 1.31453 0,103.76881 1.31438 0),(103.76881 1.31438 0,103.76874 1.31422 0,103.76869 1.31409 0),(103.76869 1.31409 0,103.76835 1.31323 0),(103.76835 1.31323 0,103.76828 1.31304 0),(103.76828 1.31304 0,103.76819 1.31278 0,103.76815 1.31266 0),(103.76815 1.31266 0,103.76805 1.31239 0),(103.76805 1.31239 0,103.76799 1.31221 0),(103.76799 1.31221 0,103.76796 1.31214 0),(103.76796 1.31214 0,103.76792 1.31204 0,103.76788 1.31195 0),(103.76788 1.31195 0,103.76779 1.31177 0))"
961,624,AYE/Ayer Rajah Expy,0.64393,"MULTILINESTRING ((103.76779 1.31177 0,103.76729 1.31072 0),(103.76729 1.31072 0,103.76712 1.31039 0),(103.76712 1.31039 0,103.76677 1.30975 0),(103.76677 1.30975 0,103.7663 1.30895 0,103.76617 1.30873 0),(103.76617 1.30873 0,103.76608 1.30858 0,103.76601 1.30847 0,103.76593 1.30835 0),(103.76593 1.30835 0,103.76583 1.30822 0,103.76574 1.30811 0),(103.76574 1.30811 0,103.76558 1.30795 0,103.76548 1.30785 0,103.7653 1.30768 0,103.76514 1.30755 0,103.76494 1.30741 0),(103.76494 1.30741 0,103.76474 1.30729 0,103.76447 1.30714 0))"
962,623,West Coast Rd,0.19466,"MULTILINESTRING ((103.76447 1.30714 0,103.76429 1.30707 0,103.76407 1.30698 0),(103.76407 1.30698 0,103.76387 1.3069 0,103.76377 1.30685 0),(103.76377 1.30685 0,103.76367 1.30677 0,103.7636 1.3067 0,103.76354 1.30662 0,103.76347 1.30653 0),(103.76347 1.30653 0,103.76341 1.30644 0),(103.76341 1.30644 0,103.76316 1.30607 0))"
